arquivo,estrutura,texto_original,codigo,descricao,dimensoes,largura,altura,profundidade,quantidade,unidade,material,area_m2,tipo,dimensao1,dimensao2
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,codigo_descricao,m4000k ,m4000,k,,,,,,,,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"1 ---
PM80PM80PM80PM80PM90A
PM80
PM80
PM80
PM70PM80PM70PM80RECEPÇÃO
A: 28",,,,,,,1,,"--
PM80PM80PM80PM80PM90A
PM80
PM80
PM80
PM70PM80PM70PM80RECEPÇÃO
A: 28",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"48m²AVALIAÇÃO E ATENDIMENTO 01
A: 9",,,,,,,48,,"m²AVALIAÇÃO E ATENDIMENTO 01
A: 9",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"68m²
PNE
A: 3",,,,,,,68,,"m²
PNE
A: 3",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"94m²
ATENDIMENTO 02
A: 6",,,,,,,94,,"m²
ATENDIMENTO 02
A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"44m²
MACA HIDRÁULICA A: 6",,,,,,,44,,"m²
MACA HIDRÁULICA A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"05m²COMERCIAL
A: 5",,,,,,,05,,"m²COMERCIAL
A: 5",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,76m²A: 6,,,,,,,76,,m²A: 6,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"33m²DML
A: 7",,,,,,,33,,"m²DML
A: 7",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"50m²
COPA
A: 7",,,,,,,50,,"m²
COPA
A: 7",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"05m²
ESTOQUE
A: 6",,,,,,,05,,"m²
ESTOQUE
A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"12m²
ESCRITÓRIO
A: 8",,,,,,,12,,"m²
ESCRITÓRIO
A: 8",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"15m²
CARNÊ
A: 5",,,,,,,15,,"m²
CARNÊ
A: 5",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"43m²CORREDOR
A: 17",,,,,,,43,,"m²CORREDOR
A: 17",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"92m²
ESC",,,,,,,92,,"m²
ESC",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,01PLANTA TÉRREO - 120,,,,,,,01,,PLANTA TÉRREO - 120,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"89m²
1:1001 123455
6666
78
8
9
10101014
22
221318223
117
1515
96169
37
12321515 1715
1515
246
16226
10236
10240
10390
10334 24
387
1342 276
1546627413210
16010
24010
1241575
80
8610
16113
30613
245
199
340
340269257260
248104
PAREDE EXISTENTE
PAREDE À CONSTRUIRLEGENDA:
PAREDE À DEMOLIR
PM8019
66
6151611
1112
1217
2020
20
183
ROYAL FACE - SETE LAGOASOBSERVAÇÕES GERAIS
- TODOS OS PROJETOS DETALHADOS SÃO FEITOS COM BASE EM UM PROJETO MODELO",,,,,,,89,,"m²
1:1001 123455
6666
78
8
9
10101014
22
221318223
117
1515
96169
37
12321515 1715
1515
246
16226
10236
10240
10390
10334 24
387
1342 276
1546627413210
16010
24010
1241575
80
8610
16113
30613
245
199
340
340269257260
248104
PAREDE EXISTENTE
PAREDE À CONSTRUIRLEGENDA:
PAREDE À DEMOLIR
PM8019
66
6151611
1112
1217
2020
20
183
ROYAL FACE - SETE LAGOASOBSERVAÇÕES GERAIS
- TODOS OS PROJETOS DETALHADOS SÃO FEITOS COM BASE EM UM PROJETO MODELO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"90m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA
CLÍNICA OU APARELHAGEM NECESSÁRIA (CONFIRMAR ANTES DA EXECUÇÃO);
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,,,,90,,"m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA
CLÍNICA OU APARELHAGEM NECESSÁRIA (CONFIRMAR ANTES DA EXECUÇÃO);
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"15mm;
2",,,,,,,15,,"mm;
2",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,45º),,,,,,,45,,º),,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"01: VERIFICAR COM O ORGÃO COMPETENTE DO MUNICIPIO A QUESTÃO DA INCLUSÃO AO
PORTADOR DE NECESSIDADES ESPECIAIS EM RELAÇÃO AO PROJETO ARQUITETÔNICO",,,,,,,01,,": VERIFICAR COM O ORGÃO COMPETENTE DO MUNICIPIO A QUESTÃO DA INCLUSÃO AO
PORTADOR DE NECESSIDADES ESPECIAIS EM RELAÇÃO AO PROJETO ARQUITETÔNICO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"02: A ROYAL FACE NÃO SE RESPONSABILIZA POR PROBLEMAS ESTRUTURAIS/ELÉTRICOS/
/HIDRÁULICOS DURANTE A OBRA",,,,,,,02,,": A ROYAL FACE NÃO SE RESPONSABILIZA POR PROBLEMAS ESTRUTURAIS/ELÉTRICOS/
/HIDRÁULICOS DURANTE A OBRA",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,03: A ROYAL FACE NÃO SE RESPONSABILIZA POR MEDIDAS ERRADAS,,,,,,,03,,: A ROYAL FACE NÃO SE RESPONSABILIZA POR MEDIDAS ERRADAS,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"1POLTRONA  DE ESPERA PARA PACIENTES NA COR PRETA
2TV DE LCD  TAMANHO MIN 32''
3BALCÃO DE ATENDIMENTO EM MDF COM GAVETEIROS NAS CORES PADRÃO DA FRANQUIA
4APARADOR  ESPELHADO COM VEGETAÇÃO E ESPELHO BISOTÊ
5CADEIRA POLTRONA
6CADEIRA COM RODINHAS COR PRETA
7MACA HIDRAÚLICA
8MOCHO
CADEIRA DE PROCEDIMENTOS 9
10MESA
11ARMÁRIO + BANCO+ESPEHO COM BISOTÊ
GAVETEIRO VOLANTE 12
ARMÁRIO ESTOQUE 13
14ARMÁRIO SUSPENSO
ARMÁRIO FICHEIRO ALTO 15
16ARMÁRIO BAIXO
BEBEDOURO 17
18FRIGOBAR BRASTEMP 76 LITROS PRETO OU BRANCO
19 BANCADA (P",,,,,,,1,,"POLTRONA  DE ESPERA PARA PACIENTES NA COR PRETA
2TV DE LCD  TAMANHO MIN 32''
3BALCÃO DE ATENDIMENTO EM MDF COM GAVETEIROS NAS CORES PADRÃO DA FRANQUIA
4APARADOR  ESPELHADO COM VEGETAÇÃO E ESPELHO BISOTÊ
5CADEIRA POLTRONA
6CADEIRA COM RODINHAS COR PRETA
7MACA HIDRAÚLICA
8MOCHO
CADEIRA DE PROCEDIMENTOS 9
10MESA
11ARMÁRIO + BANCO+ESPEHO COM BISOTÊ
GAVETEIRO VOLANTE 12
ARMÁRIO ESTOQUE 13
14ARMÁRIO SUSPENSO
ARMÁRIO FICHEIRO ALTO 15
16ARMÁRIO BAIXO
BEBEDOURO 17
18FRIGOBAR BRASTEMP 76 LITROS PRETO OU BRANCO
19 BANCADA (P",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"20
21legenda de equipamentos
ESPELHO 22
BEGE ACETINADONOME
PRETO - ONIX
CHAMOIS
MALBEC VANILLAMATERIAIS DEFINIDOS PARA O MOBILIÁRIO
PRETO - SÃO GABRIELCOM ACABAMENTO BISOTÊ 2",,,,,,,20,,"21legenda de equipamentos
ESPELHO 22
BEGE ACETINADONOME
PRETO - ONIX
CHAMOIS
MALBEC VANILLAMATERIAIS DEFINIDOS PARA O MOBILIÁRIO
PRETO - SÃO GABRIELCOM ACABAMENTO BISOTÊ 2",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"50cmPISO VINILICO  OU PORCELANATO AMADEIRADO EM TONS CLAROS
 TODO O FORRO DEVE SER PINTADO COM TINTA ACRÍLICA FOSCO PREMIUM BRANCO NEVE 3",,,,,,,50,,"cmPISO VINILICO  OU PORCELANATO AMADEIRADO EM TONS CLAROS
 TODO O FORRO DEVE SER PINTADO COM TINTA ACRÍLICA FOSCO PREMIUM BRANCO NEVE 3",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,6L LUXENSEXTERNO - TINTA ESMALTE CORAL CORALIT FOSCO 3,,,,,,,6,,L LUXENSEXTERNO - TINTA ESMALTE CORAL CORALIT FOSCO 3,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,6L - PRETOINTERNO - A TINTA CREME BATIDO (CÓD,,,,,,,6,,L - PRETOINTERNO - A TINTA CREME BATIDO (CÓD,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,15YY57/150,,,,,,,15,,YY57/150,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,15 CM  DE ALTURA,,,,,,,15,,CM  DE ALTURA,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"01
MATERIAL 02
MATERIAL 03
MATERIAL 04
MATERIAL 05
MATERIAL 06ESPELHO
GRANITOTIPO
LÂMINA
LÂMINA
LÂMINA
COURÍSSIMOMARCA
ARAUCO
ARAUCOARAUCO3-
PLANTA CONSTRUÇÃO/ LAYOUT

--- PÁGINA 2 ---
PM80PM80PM80PM80PM90A
PM80
PM80
PM80PM70PM80PM70PM80RECEPÇÃO
A: 28",,,,,,,01,,"MATERIAL 02
MATERIAL 03
MATERIAL 04
MATERIAL 05
MATERIAL 06ESPELHO
GRANITOTIPO
LÂMINA
LÂMINA
LÂMINA
COURÍSSIMOMARCA
ARAUCO
ARAUCOARAUCO3-
PLANTA CONSTRUÇÃO/ LAYOUT

--- PÁGINA 2 ---
PM80PM80PM80PM80PM90A
PM80
PM80
PM80PM70PM80PM70PM80RECEPÇÃO
A: 28",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"48m²AVALIAÇÃO E ATENDIMENTO 01
A: 9",,,,,,,48,,"m²AVALIAÇÃO E ATENDIMENTO 01
A: 9",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"68m²PNE
A: 4",,,,,,,68,,"m²PNE
A: 4",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"26m²
ATENDIMENTO 02
A: 6",,,,,,,26,,"m²
ATENDIMENTO 02
A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"44m²
MACA HIDRÁULICA A: 6",,,,,,,44,,"m²
MACA HIDRÁULICA A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,05m²A: 6,,,,,,,05,,m²A: 6,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"33m²DML
A: 7",,,,,,,33,,"m²DML
A: 7",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"85m²
COPA
A: 7",,,,,,,85,,"m²
COPA
A: 7",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"62m²
ESTOQUE
A: 6",,,,,,,62,,"m²
ESTOQUE
A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"12m²
ESCRITÓRIO
A: 8",,,,,,,12,,"m²
ESCRITÓRIO
A: 8",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"15m²
CARNÊ
A: 5",,,,,,,15,,"m²
CARNÊ
A: 5",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"43m²CORREDOR
A: 17",,,,,,,43,,"m²CORREDOR
A: 17",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"92m²
ESC",,,,,,,92,,"m²
ESC",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,01PLANTA ELÉTRICA - 149,,,,,,,01,,PLANTA ELÉTRICA - 149,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"95m²
1:100223
117
1515
98169
3721515 1715
1515
246
16226
10236
10240
10390
10334 24
297
1342 276
1546627413210
16010
24010
1241575
80
8610
16113
30613
245260104L
R
S44242 224
8720
30 126
45 4456 57
454544 45 45 44 45 4450 50
44 45 40 39
45 44 45 4445 4440 39
95
98 141103 146103 166
126 114
120 1154439 267
102 34
2022017826 18563 97210 130
S S S S SS S S SS S15
1515
1515
1515
1515
1515
PAREDE EXISTENTE
PAREDE À CONSTRUIRLEGENDA:
PAREDE À DEMOLIR
S88190 125L T50 46 80 50COMERCIAL
A: 5",,,,,,,95,,"m²
1:100223
117
1515
98169
3721515 1715
1515
246
16226
10236
10240
10390
10334 24
297
1342 276
1546627413210
16010
24010
1241575
80
8610
16113
30613
245260104L
R
S44242 224
8720
30 126
45 4456 57
454544 45 45 44 45 4450 50
44 45 40 39
45 44 45 4445 4440 39
95
98 141103 146103 166
126 114
120 1154439 267
102 34
2022017826 18563 97210 130
S S S S SS S S SS S15
1515
1515
1515
1515
1515
PAREDE EXISTENTE
PAREDE À CONSTRUIRLEGENDA:
PAREDE À DEMOLIR
S88190 125L T50 46 80 50COMERCIAL
A: 5",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"76m²PM80
45 44S15
ROYAL FACE - SETE LAGOASPISO VINILICO  OU PORCELANATO AMADEIRADO EM TONS CLAROS
 TODO O FORRO DEVE SER PINTADO COM TINTA ACRÍLICA FOSCO PREMIUM BRANCO NEVE 3",,,,,,,76,,"m²PM80
45 44S15
ROYAL FACE - SETE LAGOASPISO VINILICO  OU PORCELANATO AMADEIRADO EM TONS CLAROS
 TODO O FORRO DEVE SER PINTADO COM TINTA ACRÍLICA FOSCO PREMIUM BRANCO NEVE 3",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,6L LUXENSEXTERNO - TINTA ESMALTE CORAL CORALIT FOSCO 3,,,,,,,6,,L LUXENSEXTERNO - TINTA ESMALTE CORAL CORALIT FOSCO 3,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,6L - PRETOINTERNO - A TINTA CREME BATIDO (CÓD,,,,,,,6,,L - PRETOINTERNO - A TINTA CREME BATIDO (CÓD,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,15YY57/150,,,,,,,15,,YY57/150,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,15 CM  DE ALTURA,,,,,,,15,,CM  DE ALTURA,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"90m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA
CLÍNICA OU APARELHAGEM NECESSÁRIA (CONFIRMAR ANTES DA EXECUÇÃO);
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,,,,90,,"m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA
CLÍNICA OU APARELHAGEM NECESSÁRIA (CONFIRMAR ANTES DA EXECUÇÃO);
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"01: VERIFICAR COM O ORGÃO COMPETENTE DO MUNICIPIO A QUESTÃO DA INCLUSÃO AO
PORTADOR DE NECESSIDADES ESPECIAIS EM RELAÇÃO AO PROJETO ARQUITETÔNICO",,,,,,,01,,": VERIFICAR COM O ORGÃO COMPETENTE DO MUNICIPIO A QUESTÃO DA INCLUSÃO AO
PORTADOR DE NECESSIDADES ESPECIAIS EM RELAÇÃO AO PROJETO ARQUITETÔNICO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"02: A ROYAL FACE NÃO SE RESPONSABILIZA POR PROBLEMAS ESTRUTURAIS/ELÉTRICOS/
/HIDRÁULICOS DURANTE A OBRA",,,,,,,02,,": A ROYAL FACE NÃO SE RESPONSABILIZA POR PROBLEMAS ESTRUTURAIS/ELÉTRICOS/
/HIDRÁULICOS DURANTE A OBRA",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,03: A ROYAL FACE NÃO SE RESPONSABILIZA POR MEDIDAS ERRADAS,,,,,,,03,,: A ROYAL FACE NÃO SE RESPONSABILIZA POR MEDIDAS ERRADAS,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"30m
MÓDULO TOMADA - H=0",,,,,,,30,,"m
MÓDULO TOMADA - H=0",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"90m
MÓDULO TOMADA - H=1",,,,,,,90,,"m
MÓDULO TOMADA - H=1",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"20m
MÓDULO TOMADA - H=1",,,,,,,20,,"m
MÓDULO TOMADA - H=1",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"80m
M",,,,,,,80,,"m
M",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"40m (LUZ EMERGÊNCIA)
P",,,,,,,40,,"m (LUZ EMERGÊNCIA)
P",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"40m ABAIXO DO FORROLEGENDA PONTOS ELÉTRICOS
S
L
RINTERRUPTOR H = 1",,,,,,,40,,"m ABAIXO DO FORROLEGENDA PONTOS ELÉTRICOS
S
L
RINTERRUPTOR H = 1",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"10m
MÓDULO TELEFONE - H=0",,,,,,,10,,"m
MÓDULO TELEFONE - H=0",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"30m
MÓDULO LÓGICA - H=0",,,,,,,30,,"m
MÓDULO LÓGICA - H=0",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"30m
ROTEADORT
OBSERVAÇÕES PONTOS ELÉTRICOS
- TODOS OS PROJETOS DETALHADOS SÃO FEITOS COM BASE EM UM PROJETO MODELO",,,,,,,30,,"m
ROTEADORT
OBSERVAÇÕES PONTOS ELÉTRICOS
- TODOS OS PROJETOS DETALHADOS SÃO FEITOS COM BASE EM UM PROJETO MODELO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"90m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA CLÍNICA OU APARELHAGEM NECESSÁRIA
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,,,,90,,"m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA CLÍNICA OU APARELHAGEM NECESSÁRIA
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"1POLTRONA  DE ESPERA PARA PACIENTES NA COR PRETA
2TV DE LCD  TAMANHO MIN 32''
3BALCÃO DE ATENDIMENTO EM MDF COM GAVETEIROS NAS CORES PADRÃO DA FRANQUIA
4APARADOR  ESPELHADO COM VEGETAÇÃO E ESPELHO BISOTÊ
5CADEIRA POLTRONA
6CADEIRA COM RODINHAS COR PRETA
7MACA HIDRAÚLICA
8MOCHO
CADEIRA DE PROCEDIMENTOS 9
10MESA
11 ARMÁRIO + BANCO+ESPEHO COM BISOTÊ
GAVETEIRO VOLANTE 12
ARMÁRIO ESTOQUE 13
14ARMÁRIO SUSPENSO
ARMÁRIO FICHEIRO ALTO 15
16ARMÁRIO BAIXO
BEBEDOURO 17
18FRIGOBAR BRASTEMP 76 LITROS PRETO OU BRANCO
19 BANCADA (P",,,,,,,1,,"POLTRONA  DE ESPERA PARA PACIENTES NA COR PRETA
2TV DE LCD  TAMANHO MIN 32''
3BALCÃO DE ATENDIMENTO EM MDF COM GAVETEIROS NAS CORES PADRÃO DA FRANQUIA
4APARADOR  ESPELHADO COM VEGETAÇÃO E ESPELHO BISOTÊ
5CADEIRA POLTRONA
6CADEIRA COM RODINHAS COR PRETA
7MACA HIDRAÚLICA
8MOCHO
CADEIRA DE PROCEDIMENTOS 9
10MESA
11 ARMÁRIO + BANCO+ESPEHO COM BISOTÊ
GAVETEIRO VOLANTE 12
ARMÁRIO ESTOQUE 13
14ARMÁRIO SUSPENSO
ARMÁRIO FICHEIRO ALTO 15
16ARMÁRIO BAIXO
BEBEDOURO 17
18FRIGOBAR BRASTEMP 76 LITROS PRETO OU BRANCO
19 BANCADA (P",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"20
21legenda de equipamentos
ESPELHO 22
MÓDULO TOMADA EMBUTIDA - H=0",,,,,,,20,,"21legenda de equipamentos
ESPELHO 22
MÓDULO TOMADA EMBUTIDA - H=0",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"80m
PLANTA CONSTRUÇÃO/ ELÉTRICO

--- PÁGINA 3 ---
PM80PM80PM80PM80PM90A
PM80
PM80
PM80PM70PM80PM70PM80RECEPÇÃO
A: 28",,,,,,,80,,"m
PLANTA CONSTRUÇÃO/ ELÉTRICO

--- PÁGINA 3 ---
PM80PM80PM80PM80PM90A
PM80
PM80
PM80PM70PM80PM70PM80RECEPÇÃO
A: 28",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"48m²AVALIAÇÃO E ATENDIMENTO 01
A: 9",,,,,,,48,,"m²AVALIAÇÃO E ATENDIMENTO 01
A: 9",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"68m²PNE
A: 4",,,,,,,68,,"m²PNE
A: 4",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"26m²
ATENDIMENTO 02
A: 6",,,,,,,26,,"m²
ATENDIMENTO 02
A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"44m²
MACA HIDRÁULICA A: 6",,,,,,,44,,"m²
MACA HIDRÁULICA A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,05m²A: 6,,,,,,,05,,m²A: 6,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"33m²DML
A: 7",,,,,,,33,,"m²DML
A: 7",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"85m²
COPA
A: 7",,,,,,,85,,"m²
COPA
A: 7",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"62m²
ESTOQUE
A: 6",,,,,,,62,,"m²
ESTOQUE
A: 6",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"12m²
ESCRITÓRIO
A: 8",,,,,,,12,,"m²
ESCRITÓRIO
A: 8",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"15m²
CARNÊ
A: 5",,,,,,,15,,"m²
CARNÊ
A: 5",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"43m²CORREDOR
A: 17",,,,,,,43,,"m²CORREDOR
A: 17",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"92m²
ESC",,,,,,,92,,"m²
ESC",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,01PLANTA HIDRÁULICA - 149,,,,,,,01,,PLANTA HIDRÁULICA - 149,,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"95m²
1:100223
117
1515
145169
37
621515 1715
1515
246
16226
10236
10240
10390
10334 24
387
1342 276
1546627413210
16010
24010
1241575
80
8610
16113
30613
245260104
108 108113 113
98 138
97 118231 134
25
25 244
25
25 22380 80
38 203
43 16760 18975 39 19251 11033 212
154 203PAREDE EXISTENTE
PAREDE À CONSTRUIRLEGENDA:
PAREDE À DEMOLIR
COMERCIAL
A: 5",,,,,,,95,,"m²
1:100223
117
1515
145169
37
621515 1715
1515
246
16226
10236
10240
10390
10334 24
387
1342 276
1546627413210
16010
24010
1241575
80
8610
16113
30613
245260104
108 108113 113
98 138
97 118231 134
25
25 244
25
25 22380 80
38 203
43 16760 18975 39 19251 11033 212
154 203PAREDE EXISTENTE
PAREDE À CONSTRUIRLEGENDA:
PAREDE À DEMOLIR
COMERCIAL
A: 5",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"76m²PM80
ROYAL FACE - SETE LAGOAS
PLANTA CONSTRUÇÃO/ HIDRÁULICA
LEGENDA PONTOS HIDRÁULICOS
EXISTENTE
A CONSTRUIR
DRYWALL EXISTENTE
DRYWALL A CONSTRUIRPONTO DE ÁGUA
PONTO DE ESGOTO
PONTO DE RALO
PONTO DE DRENO
EIXO 40cm DO FORRO
A DEMOLIR
OBSERVAÇÕES GERAIS
- TODOS OS PROJETOS DETALHADOS SÃO FEITOS COM BASE EM UM PROJETO MODELO",,,,,,,76,,"m²PM80
ROYAL FACE - SETE LAGOAS
PLANTA CONSTRUÇÃO/ HIDRÁULICA
LEGENDA PONTOS HIDRÁULICOS
EXISTENTE
A CONSTRUIR
DRYWALL EXISTENTE
DRYWALL A CONSTRUIRPONTO DE ÁGUA
PONTO DE ESGOTO
PONTO DE RALO
PONTO DE DRENO
EIXO 40cm DO FORRO
A DEMOLIR
OBSERVAÇÕES GERAIS
- TODOS OS PROJETOS DETALHADOS SÃO FEITOS COM BASE EM UM PROJETO MODELO",,,,
RF_SETE_LAGOAS_EXECUTIVO_R02.pdf,quantidade_material,"90m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA
CLÍNICA OU APARELHAGEM NECESSÁRIA (CONFIRMAR ANTES DA EXECUÇÃO);
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,,,,90,,"m (CONFERIR ALTURA NO LOCAL);
- VOLTAGEM DA PARTE ELÉTRICA DEVE SER CONFORME CADA REGIÃO DA INSTALAÇÃO DA
CLÍNICA OU APARELHAGEM NECESSÁRIA (CONFIRMAR ANTES DA EXECUÇÃO);
- PARA A INSTALAÇÃO DO AR CONDICIONADO",,,,
